arg1 sensekey,arg1 offset,relation,arg2 sensekey,arg2 offset,arg1 gloss (abbreviated),arg2 gloss (abbreviated)
ransom%2:40:00::,202256998,event,ransom%1:04:01::,101121585,exchange or buy back for money; under th...,payment for the release of someone
rant%2:32:00::,201051956,event,rant%1:10:00::,107087777,"talk in a noisy, excited, or declamatory...",pompous or pretentious talk or writing
rant%2:32:00::,201051956,event,rant%1:10:01::,107242912,"talk in a noisy, excited, or declamatory...",a loud bombastic declamation expressed w...
rap%2:39:00::,202185373,event,rap%1:11:01::,107410021,"make light, repeated taps on a surface; ...",a gentle blow
rap%2:36:10::,201715997,event,rap%1:10:02::,107064055,perform rap music,genre of African-American music of the 1...
rap%2:35:00::,201414288,event,rap%1:04:00::,100133338,"strike sharply; ""rap him on the knuckles...","the act of hitting vigorously; ""he gave ..."
rap%2:35:00::,201414288,event,rap%1:11:01::,107410021,"strike sharply; ""rap him on the knuckles...",a gentle blow
rap%2:32:00::,201042432,event,rap%1:10:01::,107141537,talk volubly,voluble conversation
rape%2:41:00::,202567519,event,rape%1:04:00::,100773402,force (someone) to have sex against thei...,the crime of forcing a woman to submit t...
rape%2:35:01::,201565472,event,rape%1:04:01::,100966384,"destroy and strip of its possession; ""Th...",the act of despoiling a country in warfa...
rasp%2:32:00::,200981814,event,rasp%1:10:00::,107130774,utter in a grating voice,uttering in an irritated tone
ration%2:40:01::,202234988,event,ration%1:13:01::,107565725,restrict the consumption of a relatively...,the food allowance for one day (especial...
rattle%2:39:00::,202175057,event,rattle%1:11:00::,107391240,make short successive sounds,a rapid series of short loud sounds (as ...
ravage%2:30:00::,200389083,event,ravage%1:11:00::,107334876,make a pillaging or destructive raid on ...,"(usually plural) a destructive action; ""..."
ravage%2:30:01::,200388635,event,ravage%1:11:00::,107334876,cause extensive destruction or ruin utte...,"(usually plural) a destructive action; ""..."
rave%2:41:00::,202492054,event,rave%1:11:00::,107449676,participate in an all-night techno dance...,a dance party that lasts all night and e...
rave%2:32:00::,200882220,event,rave%1:10:00::,106693744,"praise enthusiastically; ""She raved abou...","an extravagantly enthusiastic review; ""h..."
ravel%2:35:01::,201521367,event,ravel%1:11:00::,107443010,"disentangle; ""can you unravel the myster...","a row of unravelled stitches; ""she got a..."
ravel%2:35:00::,201521124,event,ravel%1:11:00::,107443010,"tangle or complicate; ""a ravelled story""...","a row of unravelled stitches; ""she got a..."
ray%2:43:00::,202768431,event,ray%1:19:00::,111428023,"emit as rays; ""That tower rays a laser b...",a column of light (as from a beacon)
ray%2:42:00::,202686952,event,ray%1:25:00::,113913427,extend or spread outward from a center o...,(mathematics) a straight line extending ...
ray%2:30:01::,200291444,event,ray%1:19:01::,111428379,"expose to radiation; ""irradiate food""",a group of nearly parallel lines of elec...
reach%2:35:00::,201440139,event,reach%1:04:00::,100341243,move forward or upward in order to touch...,the act of physically reaching or thrust...
rebate%2:40:00::,202320200,event,rebate%1:21:00::,113282275,give a reduction in the price during a s...,a refund of some fraction of the amount ...
rebound%2:38:00::,201892104,event,rebound%1:11:00::,107350192,spring back; spring away from an impact;...,a movement back from an impact
rebound%2:30:00::,200528608,event,rebound%1:04:01::,100859691,"return to a former condition; ""The jilte...",a reaction to a crisis or setback or fru...
rebuff%2:33:00::,201131197,event,rebuff%1:10:00::,107208000,"force or drive back; ""repel the attacker...",an instance of driving away or warding o...
rebuff%2:32:00::,200798539,event,rebuff%1:04:00::,101225783,"reject outright and bluntly; ""She snubbe...",a deliberate discourteous act (usually a...
rebuke%2:32:00::,200824767,event,rebuke%1:10:00::,106711855,"censure severely or angrily; ""The mother...",an act or expression of criticism and ce...
recall%2:32:02::,200791506,event,recall%1:04:01::,101258719,"summon to return; ""The ambassador was re...",the act of removing an official by petit...
recall%2:31:00::,200607780,event,recall%1:09:00::,105761559,recall knowledge from memory; have a rec...,the process of remembering (especially t...
recap%2:32:00::,201008903,event,recap%1:10:00::,106469377,"summarize briefly; ""Let's recapitulate t...",a summary at the end that repeats the su...
recapture%2:40:00::,202304013,event,recapture%1:04:00::,100096969,"take back by force, as after a battle; ""...",the act of taking something back
recapture%2:35:00::,201439604,event,recapture%1:04:00::,100096969,"capture again; ""recapture the escaped pr...",the act of taking something back
receipt%2:32:00::,200892698,event,receipt%1:10:00::,106520222,"report the receipt of; ""The program comm...",an acknowledgment (usually tangible) tha...
receipt%2:32:00::,200892698,event,receipt%1:04:00::,100090253,"report the receipt of; ""The program comm...",the act of receiving
receipt%2:31:00::,200662485,event,receipt%1:10:00::,106520222,mark or stamp as paid,an acknowledgment (usually tangible) tha...
recess%2:30:00::,200364297,event,recess%1:04:00::,101062997,"close at the end of a session; ""The cour...",a pause from doing something (as work); ...
recoil%2:38:01::,201892104,event,recoil%1:11:00::,107350192,spring back; spring away from an impact;...,a movement back from an impact
recoil%2:35:00::,201371454,event,recoil%1:11:01::,107350754,"spring back, as from a forceful thrust; ...",the backward jerk of a gun when it is fi...
recompense%2:40:00::,202249741,event,recompense%1:04:00::,100259643,"make payment to; compensate; ""My efforts...",the act of compensating for service or l...
recompense%2:40:00::,202249741,event,recompense%1:21:00::,113282007,"make payment to; compensate; ""My efforts...",payment or reward (as for service render...
recount%2:32:02::,200801355,event,recount%1:04:00::,100653958,"count again; ""We had to recount all the ...",an additional (usually a second) count; ...
redress%2:41:00::,202519991,event,redress%1:04:00::,100259177,"make reparations or amends for; ""right a...",act of correcting an error or a fault or...
redress%2:41:00::,202519991,event,redress%1:21:00::,113290676,"make reparations or amends for; ""right a...",a sum of money paid in compensation for ...
reek%2:39:00::,202124106,event,reek%1:09:00::,105714894,"smell badly and offensively; ""The buildi...",a distinctive odor that is offensively u...
reform%2:30:04::,200384620,event,reform%1:04:02::,100261405,"bring, lead, or force to abandon a wrong...",self-improvement in behavior or morals b...
reform%2:30:08::,200265673,event,reform%1:04:00::,100260622,improve by alteration or correction of e...,a change for the better as a result of c...
reform%2:30:00::,200265386,event,reform%1:04:01::,100800940,make changes for improvement in order to...,a campaign aimed to correct abuses or ma...
reform%2:30:00::,200265386,event,reform%1:04:00::,100260622,make changes for improvement in order to...,a change for the better as a result of c...
reform%2:30:03::,200167934,event,reform%1:04:02::,100261405,"change for the better; ""The lazy student...",self-improvement in behavior or morals b...
refund%2:40:00::,202284951,event,refund%1:04:00::,101121690,"pay back; ""Please refund me my money""",the act of returning money received prev...
regard%2:39:00::,202133185,event,regard%1:04:00::,100878648,look at attentively,"a long fixed look; ""he fixed his paterna..."
regress%2:30:01::,200387310,event,regress%1:04:00::,100235208,"go back to a previous state; ""We reverte...",returning to a former state
reign%2:42:00::,202644234,event,reign%1:28:01::,115260964,"be larger in number, quantity, power, st...",a period during which something or someb...
reign%2:41:00::,202587375,event,reign%1:28:00::,115260814,"have sovereign power; ""Henry VIII reigne...",the period during which a monarch is sov...
reign%2:41:00::,202587375,event,reign%1:26:00::,114443532,"have sovereign power; ""Henry VIII reigne...",royal authority; the dominion of a monar...
relapse%2:30:00::,200268165,event,relapse%1:04:00::,100068333,"deteriorate in health; ""he relapsed""",a failure to maintain a higher state
relapse%2:29:00::,200093327,event,relapse%1:04:00::,100068333,"go back to bad behavior; ""Those who reci...",a failure to maintain a higher state
relay%2:32:00::,200743082,event,relay%1:04:00::,100318567,"pass along; ""Please relay the news to th...",the act of passing something along from ...
release%2:41:00::,202421374,event,release%1:04:01::,100095502,grant freedom to; free from confinement,the act of liberating someone or somethi...
release%2:35:01::,201436518,event,release%1:04:03::,100329619,let (something) fall or spill from a con...,the act of allowing a fluid to escape
release%2:29:01::,200104868,event,release%1:22:00::,113549672,"eliminate (a substance); ""combustion pro...",a process that liberates or discharges s...
release%2:29:00::,200069295,event,release%1:22:00::,113549672,generate and separate from cells or bodi...,a process that liberates or discharges s...
relish%2:37:00::,201820302,event,relish%1:12:02::,107491981,derive or receive pleasure from; get enj...,vigorous and enthusiastic enjoyment
remake%2:36:00::,201619725,event,remake%1:06:00::,104074329,"make new; ""She is remaking her image""",creation that is created again or anew; ...
remand%2:41:00::,202494356,event,remand%1:04:00::,100328327,"lock up or confine, in or as in a jail; ...",the act of sending an accused person bac...
remark%2:32:01::,201058574,event,remark%1:09:00::,105710573,"make or write a comment on; ""he commente...","explicit notice; ""it passed without rema..."
remark%2:32:00::,201020005,event,remark%1:10:00::,106765044,"make mention of; ""She observed that his ...",a statement that expresses a personal op...
remedy%2:30:00::,200199912,event,remedy%1:04:00::,100259177,"set straight or right; ""remedy these def...",act of correcting an error or a fault or...
remit%2:32:01::,200949974,event,remit%1:04:00::,100122106,refer (a matter or legal case) to anothe...,(law) the act of remitting (especially t...
rendezvous%2:41:00::,202487226,event,rendezvous%1:14:00::,108385717,meet at a rendezvous,a date; usually with a member of the opp...
rendezvous%2:41:00::,202487226,event,rendezvous%1:04:00::,101231548,meet at a rendezvous,a meeting planned at a certain time and ...
renege%2:32:00::,200800242,event,renege%1:04:00::,101259211,fail to fulfill a promise or obligation;...,the mistake of not following suit when a...
rent%2:41:00::,202460619,event,rent%1:21:00::,113295657,hold under a lease or rental agreement; ...,a payment or series of payments made by ...
rent%2:41:01::,202460199,event,rent%1:21:00::,113295657,"let for money; ""We rented our apartment ...",a payment or series of payments made by ...
rent%2:40:01::,202208903,event,rent%1:21:00::,113295657,grant use or occupation of under a term ...,a payment or series of payments made by ...
rent%2:40:00::,202208537,event,rent%1:21:00::,113295657,engage for service under a term of contr...,a payment or series of payments made by ...
repair%2:30:00::,200260648,event,repair%1:04:00::,100266806,restore by replacing a part or putting t...,the act of putting something in working ...
repeal%2:32:00::,200799798,event,repeal%1:04:00::,100231887,"cancel officially; ""He revoked the ban o...",the act of abrogating; an official or le...
repeat%2:41:00::,202595662,event,repeat%1:11:00::,107342049,"do over; ""They would like to take it ove...","an event that repeats; ""the events today..."
repeat%2:36:00::,201734502,event,repeat%1:11:00::,107342049,"make or do or perform again; ""He could n...","an event that repeats; ""the events today..."
repeat%2:36:01::,201727490,event,repeat%1:11:00::,107342049,repeat an earlier theme of a composition...,"an event that repeats; ""the events today..."
